birthday, bool, age
true,43,12/24/2003
false,54,08/20/2065
true,45,09/13/1944
false,60,06/21/1935
true,53,09/21/1965
false,50,09/24/1906
false,52,12/25/2033
true,57,06/07/1953
true,53,12/26/2007
false,31,08/23/1988
false,20,10/08/1978
false,28,02/16/2005
true,32,12/06/1971
true,27,01/09/1964
false,53,04/05/2070
true,48,11/15/2024
true,45,09/01/1961
false,49,04/03/1982
false,37,12/25/1964
true,45,06/27/2010
true,52,10/06/1994
false,57,05/15/2059
false,25,05/07/2041
true,62,09/19/1981
true,42,03/05/2005
false,39,03/04/1953
true,19,01/29/1970
true,46,10/24/1992
false,27,08/16/1996
true,48,04/07/1948
true,53,04/07/1995
false,45,09/12/1966
false,32,10/26/1957
true,45,05/11/1902
false,48,10/05/1961
true,55,03/09/1923
false,65,07/05/1959
true,53,04/24/1966
true,51,03/12/2070
true,22,03/08/1991
true,62,02/08/2004
true,41,07/27/1967
true,23,09/02/1919
false,46,11/06/1925
true,64,01/17/1998
false,27,04/20/2021
false,32,04/13/1930
true,43,05/01/1966
false,44,04/05/2048
true,27,01/01/2010
false,65,07/05/2035
true,50,11/27/1990
true,35,07/22/2034
true,29,02/14/1903
false,40,03/14/2038
true,50,08/15/2048
false,57,02/12/2054
true,20,08/08/2013
true,37,09/09/2005
false,44,01/05/1920
true,31,07/10/1999
false,58,10/15/1903
false,54,12/25/2016
true,27,07/18/2047
false,49,02/04/1942
false,43,01/12/1972
true,53,03/16/1906
true,59,09/25/1908
false,29,04/16/2008
false,40,12/09/2035
true,61,04/01/2065
false,29,03/15/1917
false,46,07/08/1990
true,57,12/14/1988
true,48,09/29/2011
false,25,01/04/1911
false,38,04/24/1938
true,47,08/28/1949
true,45,06/30/1929
false,38,04/21/1928
true,31,09/19/1984
true,62,03/13/1964
false,40,10/07/1997
false,34,03/05/2002
false,29,11/14/2019
true,26,09/01/1990
false,28,09/10/2055
false,31,05/09/1983
false,41,02/01/1951
false,60,03/15/1919
true,49,02/05/1991
true,58,08/24/1902
false,22,11/11/2006
false,58,08/09/2061
false,61,12/26/1987
true,65,10/11/1946
false,58,12/13/2004
true,61,12/22/1983
false,22,02/19/1945
false,23,06/23/1910
true,21,02/16/1974
false,30,07/22/2017
true,37,01/31/2034
true,60,06/11/1994
false,36,08/01/1996
false,34,03/07/2040
true,28,05/12/1908
false,39,12/31/1974
false,21,08/19/1920
false,58,01/31/1941
false,25,05/07/2007
false,59,04/05/1990
false,47,12/22/2007
false,28,03/06/2015
true,30,12/31/1976
true,26,07/15/2003
true,23,07/22/1937
false,18,03/04/2067
false,64,04/06/2004
false,44,05/01/1920
false,31,09/07/1917
true,40,05/30/1931
true,45,09/07/2046
true,18,11/04/1907
true,18,03/08/1984
false,48,02/04/1951
false,42,11/26/1932
false,53,04/21/1971
false,50,09/15/1956
false,58,11/28/1924
false,55,12/15/1912
false,34,09/10/2009
false,49,12/06/2045
true,56,10/21/2058
true,36,05/24/1958
true,42,01/17/1931
true,49,01/28/2010
false,35,05/17/2009
false,53,11/16/2051
false,49,03/14/1949
false,34,05/12/2069
true,34,11/16/1978
false,20,10/30/1995
true,49,03/15/2008
false,65,05/03/2018
false,62,11/10/1905
false,46,05/20/1923
false,65,10/28/1984
true,26,12/15/1987
true,42,06/23/1987
false,27,11/03/1996
false,44,05/18/2042
false,38,03/29/1950
true,32,11/15/1954
false,58,09/26/1916
false,20,01/13/1936
false,25,07/04/2029
false,51,01/24/2009
false,62,10/06/1936
false,53,09/21/2006
false,32,08/30/2018
true,51,01/19/2059
false,26,02/23/1920
false,43,02/25/2037
true,65,05/06/2014
true,45,12/13/2009
true,34,04/10/2029
false,44,01/10/1944
true,60,02/17/2033
false,33,08/20/1991
false,60,11/05/1997
false,58,11/21/1929
true,19,04/18/1936
false,24,04/07/1918
false,60,03/31/2060
false,51,06/11/2007
true,42,08/20/2029
false,53,07/20/2014
false,39,11/03/1989
true,28,04/14/1991
true,51,03/31/2061
true,55,10/30/2024
false,35,09/24/1957
false,27,10/23/2026
false,23,02/01/1906
true,31,09/13/2035
true,56,11/08/1961
false,48,12/01/1930
true,27,01/06/2030
true,33,09/08/2054
true,42,12/19/2032
true,32,11/23/1965
false,24,04/22/2069
false,55,02/05/2062
true,19,09/06/1920
false,59,08/26/2037
true,30,01/30/1948
true,55,07/25/1927
false,36,12/04/2068
false,23,07/30/1916
true,26,12/02/2055
false,41,05/26/2012
false,41,07/28/2022
false,58,10/22/1958
true,60,02/05/2010
true,25,06/26/1908
false,44,10/16/2019
false,31,10/01/1982
false,48,09/08/1918
false,23,10/15/1977
false,23,03/20/2064
true,28,05/04/1975
false,48,07/17/2019
true,24,03/04/2018
true,60,12/10/2031
true,40,11/27/1944
false,36,06/13/1939
true,51,09/17/1933
false,46,12/31/2038
false,52,05/18/1952
true,35,01/21/2053
false,61,10/20/2019
true,44,02/03/1950
false,30,04/17/1967
false,61,04/30/2018
true,42,04/16/2025
true,46,07/09/1951
true,36,11/17/1946
false,18,11/22/1973
true,26,12/08/1914
false,30,05/01/2043
true,29,08/12/2006
false,47,08/06/2033
false,58,01/04/2037
true,31,12/23/2052
false,34,06/27/2004
false,19,10/17/1905
false,47,07/19/1903
false,35,01/08/1921
true,56,01/01/2024
true,33,10/22/2058
false,56,11/16/2060
true,58,11/15/2055
false,63,01/20/2029
true,42,11/09/1905
false,24,03/26/2032
true,26,08/13/2020
false,31,03/29/1989
false,61,02/20/1919
false,48,02/26/2044
false,59,05/04/2011
true,49,11/04/1939
false,57,10/12/2042
true,22,10/22/2010
false,63,02/12/1936
false,45,05/10/2041
false,63,10/14/1972
false,41,04/22/1921
false,29,10/20/2008
true,41,01/29/2018
false,34,07/11/2010
true,47,09/11/2036
false,28,02/26/2060
false,47,01/24/1992
true,63,12/30/2062
false,26,02/01/2068
true,31,06/04/1980
true,34,11/26/1992
true,38,07/05/1962
true,33,10/05/2036
true,20,09/09/1973
false,24,09/17/1945
false,57,07/06/1969
false,60,12/19/2027
true,19,10/21/1923
true,26,10/18/1996
false,19,05/14/2003
false,62,01/06/1997
false,31,04/07/1955
true,58,02/19/2068
false,60,01/08/2008
true,25,04/29/2004
false,21,11/20/1996
false,60,03/26/1956
true,34,04/30/1950
false,23,02/03/1959
false,51,06/24/2067
true,51,02/08/1965
false,19,12/06/1932
false,36,05/12/1920
false,31,09/02/1991
false,25,11/10/2065
false,58,07/21/1904
true,52,03/22/1989
true,42,05/03/2010
true,63,06/13/1915
true,47,12/09/1994
true,29,10/14/2067
true,33,03/31/2018
false,25,03/04/1982
false,36,08/29/1943
false,48,11/08/2001
false,55,02/08/2059
false,36,06/07/1923
true,28,09/10/1938
false,36,11/28/1938
false,18,10/24/1938
true,49,09/27/2032
true,42,06/06/1949
true,34,06/17/2046
true,22,08/06/2034
false,46,08/01/1954
false,63,07/28/2026
false,24,09/07/2004
true,44,11/25/1984
false,42,07/10/2066
false,51,08/03/1936
false,63,03/07/2017
true,48,10/26/2002
true,44,03/24/2033
false,29,10/08/1946
false,24,07/12/1953
true,32,05/19/2010
false,31,09/06/2024
false,38,01/22/2033
true,59,02/04/1968
true,52,01/20/1926
true,45,11/13/1935
true,52,12/17/2058
false,53,06/11/1945
true,56,03/06/1958
false,52,12/06/1913
true,42,02/15/2005
false,61,09/19/2033
false,64,03/30/2070
false,52,06/05/1976
false,41,09/12/2008
false,27,11/01/2058
true,59,11/25/1939
false,56,11/01/2048
true,29,01/30/1988
false,32,10/11/1944
false,28,06/18/1989
true,36,11/04/1915
true,27,07/06/2046
false,22,12/16/1914
false,29,03/08/1910
true,41,01/19/1942
false,56,05/22/1984
false,20,01/08/1931
false,22,11/20/1922
true,42,01/22/1926
true,54,07/16/1970
false,18,09/29/1983
false,30,12/17/1929
false,30,01/18/1984
true,33,11/01/1928
true,24,10/09/1947
false,45,12/03/2024
false,53,04/02/1922
true,28,01/08/1952
false,64,04/22/2043
false,47,11/17/1998
false,38,09/30/1962
false,19,01/14/1963
true,38,12/12/2021
false,48,11/20/2063
false,44,02/14/1947
true,53,02/07/2000
true,19,05/18/1998
false,27,10/24/2011
true,54,09/07/2001
false,39,07/02/1970
true,33,06/15/1911
true,63,04/09/2069
true,21,12/02/1957
false,30,02/11/1978
true,43,03/14/1917
true,21,12/30/2000
true,65,02/23/1945
true,24,02/28/1994
true,34,06/27/1931
true,28,08/18/2051
true,46,10/09/2027
false,33,03/15/1919
true,34,12/25/1995
true,64,05/15/1944
false,39,03/12/2064
false,42,06/19/2000
false,57,12/31/1971
false,52,09/28/1914
false,33,11/29/1941
true,31,08/22/1925
false,65,04/04/2044
false,55,02/27/1988
false,46,12/10/1925
false,57,04/26/1911
false,64,10/13/1978
false,34,01/25/1919
true,22,01/04/1954
false,52,04/22/1992
false,51,03/16/1915
false,36,02/26/1901
true,28,10/05/1929
true,24,06/21/1938
true,28,05/08/1909
false,51,12/16/1974
true,43,10/06/1927
true,37,03/26/2064
false,53,02/18/2022
true,60,01/18/2040
true,35,01/10/2068
false,59,01/04/1948
false,44,09/14/2059
false,36,03/28/1924
true,41,11/14/2014
true,56,04/27/1903
true,31,05/06/2043
false,44,08/28/1962
false,21,04/29/1963
true,36,12/26/1974
true,28,04/24/1986
true,26,08/11/2002
false,18,03/21/1966
false,21,07/29/1979
true,65,03/13/1908
true,43,11/29/2069
true,63,06/28/1942
true,29,05/26/1953
false,22,03/01/1908
true,41,04/18/1907
false,43,03/31/1919
false,65,10/06/1931
true,20,06/09/1916
true,24,05/23/1915
false,20,05/26/1941
false,50,03/30/2060
true,51,02/22/1956
true,53,05/21/2056
false,38,12/01/2046
true,41,05/16/1993
true,33,04/16/1961
false,28,01/02/2035
false,53,10/07/2050
false,19,03/17/2015
false,27,06/25/1913
false,28,06/11/2001
false,52,02/24/1961
false,26,06/12/1920
true,46,08/14/1975
true,40,01/21/1949
false,65,10/09/2030
true,38,11/26/2036
false,50,05/16/1951
true,52,06/14/2008
false,49,11/24/2022
false,57,11/12/1992
false,45,02/02/1999
false,36,01/27/1910
false,45,04/22/1919
true,51,07/16/2053
false,60,04/08/1976
true,31,03/27/2000
false,25,10/22/2022
true,49,03/02/1921
false,21,12/24/2030
false,64,10/01/2034
false,28,03/31/1987
false,40,06/16/2042
false,56,07/21/2002
true,49,05/19/1995
false,46,01/01/2024
false,33,10/02/2031
true,20,06/04/1993
false,59,08/23/1901
true,56,11/16/2005
true,19,01/14/2008
true,65,12/24/1965
true,35,06/30/2070
false,47,02/22/1914
true,20,12/07/1937
true,19,01/22/2040
false,21,04/29/1947
false,39,11/01/1919
true,59,12/29/2032
false,24,12/04/2006
true,49,02/17/2025
false,18,02/06/1969
true,44,04/28/1998
true,24,06/27/2001
true,43,03/08/2042
true,54,07/02/1996
false,34,02/20/1930
true,36,07/07/1900
false,38,10/25/2063
true,24,04/14/1973
false,20,09/20/1902
false,63,01/12/1903
false,38,02/06/1998
false,36,08/28/1960
false,52,12/03/1951
true,55,01/18/1904
false,38,11/01/1904
false,42,04/11/1941
false,31,12/26/1949
true,30,08/01/2013
false,43,06/12/1977
false,55,11/01/2051
false,33,03/29/2058
false,45,11/15/1991
false,33,07/31/1963
false,46,03/09/1923
true,52,06/16/1958
false,44,01/05/1990
false,58,02/21/1982
true,18,04/05/1906
true,62,07/30/1925
true,28,10/21/1935
false,19,06/20/2051
true,51,04/23/1998
false,19,12/26/1935
false,18,04/01/1961
true,21,07/25/1974
false,18,04/07/1988
false,26,12/05/2018
false,45,06/02/1910
true,57,07/22/1990
true,39,03/07/2052
true,39,01/07/2052
false,25,04/24/2003
false,39,11/26/2041
false,55,01/31/1902
true,34,06/25/2033
false,34,08/23/2015
true,51,10/28/1926
true,18,01/07/2025
true,23,12/02/1971
false,54,11/23/2004
false,48,05/03/1970
false,58,09/01/1939
true,25,05/24/1936
false,48,12/27/2043
false,57,01/07/1985
true,55,04/28/2042
true,56,01/13/2051
true,42,09/26/1986
true,56,11/15/1980
true,44,10/24/2016
true,47,08/06/1922
false,56,08/02/1920
true,28,03/25/2069
true,51,10/25/1944
true,33,02/27/2042
true,24,11/05/1904
false,52,02/01/2067
true,55,05/30/1988
false,41,06/28/2044
true,45,01/10/2023
false,44,03/14/2051
false,49,02/26/2047
true,31,12/20/1978
false,34,12/15/1976
true,31,02/11/1919
false,37,12/02/1907
true,64,03/14/1957
false,54,03/17/1943
true,40,04/21/1958
false,41,02/12/1956
false,36,11/17/2065
false,62,06/25/1959
true,29,08/30/1929
true,39,08/17/1952
false,41,08/27/1924
false,28,02/19/1922
true,37,03/23/2005
true,27,09/28/1944
true,28,11/17/1910
true,18,11/24/1975
true,56,11/14/2031
true,54,09/08/2037
true,41,02/20/1962
false,36,07/17/1974
true,32,05/27/1936
true,27,08/09/1974
true,20,09/14/1979
false,53,03/11/1914
false,24,11/08/2000
false,39,03/13/1921
false,35,12/16/2021
true,22,12/06/2049
true,51,01/05/1983
true,62,05/08/1999
false,28,08/09/1959
false,47,07/12/1944
false,65,07/28/1972
false,18,02/06/1996
false,34,09/21/1961
true,49,10/03/2013
true,30,12/30/1936
false,65,03/30/2016
false,52,08/17/1932
true,50,04/25/1901
true,32,11/24/1924
true,64,02/06/2000
false,19,12/03/2018
true,44,11/05/2021
true,58,12/21/2030
true,56,06/24/2029
true,53,01/20/1959
true,26,02/14/2031
true,43,12/01/2003
true,45,01/14/1951
true,49,05/08/2020
false,36,11/19/1910
true,60,10/01/2003
true,27,01/10/2010
true,41,09/20/1915
true,63,04/24/2020
false,33,06/27/2039
false,24,10/27/1922
true,54,03/30/1998
true,48,04/03/2043
true,58,01/28/2011
false,36,06/14/1976
false,20,01/30/1976
true,30,10/20/2040
false,34,11/26/2034
true,27,12/23/2028
false,39,06/24/1932
false,21,10/08/2066
false,37,06/02/1904
false,31,01/08/1968
false,25,08/09/2062
true,29,09/19/1961
false,57,07/05/2050
false,48,12/01/1909
false,51,12/18/1966
true,47,08/21/1987
false,47,10/25/1920
true,54,07/01/2054
true,55,12/28/2015
false,35,12/02/1908
true,48,02/18/1941
true,39,05/08/2041
true,39,07/15/1952
false,63,06/13/2034
true,54,04/14/1917
false,36,01/13/2045
false,36,05/13/1956
false,63,06/24/2027
true,58,12/11/1965
true,60,05/31/2008
true,19,11/08/1910
false,33,04/14/2039
false,42,05/14/1992
false,48,04/17/1955
false,60,09/14/1905
false,56,10/15/1920
true,55,07/07/1925
false,18,02/16/1941
false,27,10/24/2066
true,51,05/27/1963
false,35,03/06/2047
true,65,10/16/2012
true,63,01/27/2057
false,41,07/08/2006
false,24,06/26/1921
false,31,04/18/1921
true,52,11/15/1960
true,22,11/09/1998
true,40,04/27/1964
false,27,09/03/1958
false,19,11/13/1948
false,51,12/28/1903
true,32,11/06/1931
false,25,03/21/2051
false,44,09/09/2043
true,56,09/09/1936
true,60,08/06/2023
false,41,09/16/2020
true,50,09/23/1960
true,29,08/11/1957
false,39,10/22/1902
true,48,11/24/1956
true,36,01/19/2018
true,58,02/01/1915
true,30,04/09/1937
false,55,03/02/2022
true,50,03/01/1921
true,39,08/13/1995
true,56,03/19/1928
true,47,08/30/1924
true,64,08/03/1900
true,50,10/10/2043
false,46,06/05/1911
false,56,05/03/1913
true,61,08/25/1976
false,31,02/01/2069
false,63,11/03/1903
false,31,12/27/1998
false,56,11/17/1947
false,28,04/11/2041
false,58,11/13/1950
true,24,10/08/2024
true,47,08/30/1949
false,64,08/12/2057
true,18,11/02/1951
true,62,10/06/2002
true,39,03/02/2011
false,47,09/05/2051
false,64,02/15/2066
true,55,04/13/2001
true,45,06/17/1900
false,61,02/07/2049
true,19,12/07/1921
true,61,11/08/2022
false,61,12/18/1900
false,48,12/22/2038
false,24,08/23/1995
false,61,12/26/1940
true,55,02/24/2064
false,25,07/14/1986
false,31,12/29/2061
false,41,12/04/2029
false,60,01/30/2004
false,39,06/19/2048
true,26,09/08/1965
true,42,03/27/1943
false,21,09/08/1909
true,53,12/13/1962
true,37,11/09/2005
false,53,06/03/1995
true,26,04/18/1927
false,18,04/01/1994
false,47,06/10/1924
false,20,04/22/1962
true,55,05/07/1978
false,59,04/19/1909
false,23,06/18/1956
false,42,05/28/1962
true,49,12/22/1976
true,25,06/21/1978
true,46,05/01/2048
false,38,09/07/2055
false,39,08/07/1948
false,20,11/03/1953
false,18,03/02/1906
true,46,09/27/2020
true,25,01/22/1940
true,34,04/23/1914
false,43,12/13/1985
true,31,07/17/2029
true,47,07/19/2032
true,39,03/26/1980
true,25,10/10/2008
true,30,07/27/1903
false,50,02/23/2025
false,57,10/12/1968
false,58,06/25/1905
false,59,01/25/1929
false,64,01/17/2063
false,63,08/13/1960
true,64,10/21/1902
true,34,06/06/1912
false,44,09/16/2044
true,65,02/23/2025
false,53,04/10/1933
true,22,05/24/2033
false,24,10/22/1934
true,24,05/18/2017
true,40,03/15/1943
true,33,03/31/1941
true,47,06/25/2020
true,19,12/18/1973
false,58,02/15/2013
false,43,05/12/2062
true,18,07/27/1981
true,55,08/12/1914
false,28,09/28/1911
false,40,09/07/1909
false,40,07/26/2031
false,63,02/21/1940
true,38,03/07/1947
false,57,06/18/2060
false,39,01/25/2026
true,24,11/26/2009
false,47,07/16/1900
false,44,12/11/2021
true,37,04/26/1934
true,19,10/21/1977
false,36,06/21/2037
true,32,03/09/1921
true,40,12/11/1942
false,54,03/22/2059
true,49,02/07/1921
true,26,05/27/1991
true,48,02/07/1948
true,56,06/12/1957
true,53,08/06/1906
false,62,11/22/1995
true,21,12/15/2034
true,23,04/26/2043
false,20,11/18/1970
false,57,12/19/2060
true,28,03/03/2020
true,41,02/17/1973
false,24,06/01/1975
true,60,11/03/2056
true,30,09/15/1914
true,59,02/28/1952
false,58,07/26/2015
true,39,06/17/2036
true,46,05/16/2009
true,42,08/13/2032
false,26,01/12/1945
false,37,11/25/1987
false,25,04/21/1988
false,63,12/28/2027
true,39,08/14/1975
false,21,05/07/2002
false,36,10/16/1910
false,53,04/30/1904
false,52,05/28/1971
false,44,03/22/1984
true,39,12/11/1919
false,62,03/30/2063
true,43,07/09/1961
true,44,07/23/2009
true,59,06/16/2003
true,56,09/14/2010
true,52,09/24/2059
false,37,11/06/1938
true,19,04/03/2051
false,37,06/14/1961
false,31,11/24/2064
false,30,12/26/2015
false,60,05/02/1942
true,61,02/02/1924
true,56,08/24/1905
false,21,03/15/1935
true,46,01/28/2018
false,19,06/20/2070
false,50,07/14/1932
true,53,09/06/1992
false,48,09/22/2026
false,56,02/13/1945
true,19,05/09/1992
true,64,04/10/1941
false,23,04/29/1958
false,42,08/26/2062
false,39,04/10/1931
false,34,07/04/2064
true,19,11/09/1995
true,39,08/17/2002
false,31,04/11/2046
false,52,06/26/1967
false,34,10/08/2009
false,42,11/24/1930
true,43,08/26/2007
true,46,01/04/2051
true,34,07/11/1987
false,33,07/19/1934
true,56,11/27/2059
true,36,12/13/1992
true,54,05/20/1975
false,44,11/03/2016
true,22,03/05/2014
true,52,11/03/1917
true,48,10/04/1974
false,21,10/11/1914
false,18,09/03/2003
true,35,01/30/2041
false,59,05/10/1987
false,33,03/13/1908
false,18,11/14/2004
false,49,01/21/2068
false,20,12/27/1984
true,34,03/20/2052
false,32,01/18/1988
true,34,01/09/1943
false,31,10/03/2023
false,34,04/15/2031
true,65,06/18/1959
false,46,09/06/1935
true,34,09/19/1906
true,38,04/02/1981
true,29,02/18/1910
false,64,12/25/1918
true,56,10/11/2007
false,40,07/09/1939
true,63,06/29/1979
false,48,10/15/1964
true,59,12/22/2044
true,24,12/18/1980
true,35,04/18/2055
false,64,11/05/1953
true,26,11/23/1985
false,55,10/29/1916
false,61,04/28/1906
true,25,10/13/1919
true,61,04/11/2020
true,25,09/26/2063
false,52,02/23/1909
true,58,11/08/1960
true,52,05/29/1985
true,43,01/04/1944
false,48,11/04/1959
false,37,08/06/1968
false,63,09/08/1901
false,20,01/17/2054
false,39,08/27/1929
false,36,06/23/1919
true,32,03/26/1902
true,47,01/03/1996
true,54,10/15/2068
false,63,10/09/2066
true,27,10/07/2033
false,59,01/12/1953
false,45,01/01/1904
false,63,09/15/1982
true,61,04/18/1949
true,60,08/23/1906
false,55,12/07/1978
true,43,04/16/1904
false,39,07/22/1966
false,20,06/24/2026
true,26,06/23/1940
false,47,08/12/1962
false,61,07/17/1991
false,36,06/04/1902
false,58,07/17/2041
false,45,06/13/1945
false,64,08/28/1952
false,65,05/10/1984
false,64,02/27/1946
false,45,03/27/1965
true,21,11/17/2044
false,29,06/20/1954
true,30,04/29/1945
false,54,12/21/1991
true,33,04/26/1935
false,30,07/14/2046
true,54,11/10/1946
true,57,01/30/1985
false,41,10/16/1923
false,49,12/22/1949
true,30,10/07/1945
true,46,08/31/1986
true,37,01/01/1965
false,34,09/03/2014
false,18,05/04/1953
true,56,11/28/1901
false,56,10/28/1950
true,63,08/13/2011
true,45,08/14/1991
true,33,12/27/1994
false,41,08/02/1954
false,38,01/06/1949
true,45,06/22/1942
false,21,06/10/1982
true,45,08/15/1963
false,35,01/11/2024
true,32,03/26/2029
false,29,12/15/1954
true,53,08/09/1915
false,38,10/01/1975
false,64,08/29/2005
true,39,01/06/1976
false,39,08/24/1980
true,21,03/08/2035
true,44,02/13/1935
false,22,01/06/1941
true,30,05/28/2068
true,26,01/04/2002
false,25,05/05/1967
true,24,12/29/1910
true,21,01/29/2039
false,20,07/28/2053
true,62,08/14/2018
true,21,04/02/2041
true,40,12/08/1989
true,31,12/21/1972
true,34,09/26/2029
false,50,11/15/1920
false,39,02/07/1970
true,47,02/28/2027
true,55,03/23/1944
false,33,06/24/2035
true,36,12/05/1978
false,27,12/10/1982
false,35,04/14/1916
false,60,03/20/2013
true,48,12/09/2056
true,20,01/16/1924
false,65,08/23/1916
false,54,08/26/2054
true,22,02/14/2005
true,53,01/13/1933
false,46,07/02/1980
true,60,01/03/1994
true,62,05/16/1983
false,57,03/10/2013
true,48,03/24/2062
true,57,01/27/1967
true,58,12/18/1959
false,19,03/09/1972
true,56,07/17/2048
false,63,11/29/2028
false,33,12/12/1992
true,52,02/25/1998
false,19,03/09/1948
true,27,05/03/2008
false,49,06/14/1912
false,34,10/31/2067
false,47,01/30/1940
true,61,11/07/1949
true,29,04/01/1951
false,64,05/11/1962
false,30,07/05/2052
true,38,01/03/1931
false,24,04/05/1984
false,34,06/25/2023
true,37,03/07/2004
true,45,07/27/2054
false,22,04/11/1949
true,47,06/26/2058
false,61,10/27/1955
true,59,08/18/1925
false,22,02/10/2011
false,64,06/16/1929
false,54,02/05/2061
false,28,06/20/2041
false,34,05/26/2040
true,24,09/12/1948
true,52,10/15/2052
true,37,05/16/1906
false,49,12/16/1974
false,60,04/01/1980
true,57,08/28/2036
false,28,02/12/1958
true,27,02/13/1901
true,32,10/05/1949
true,63,06/27/1998
false,50,03/23/2063
false,31,08/19/1961
true,59,01/08/1906
false,61,03/06/1971
true,19,04/12/1991
false,21,05/05/2030
true,44,05/22/1980
true,28,01/10/1983
false,48,06/27/2054
true,46,01/07/1986
false,31,07/18/2046
false,41,01/14/1920
true,62,11/04/1968
false,33,05/04/2015
true,21,09/19/1923
true,33,08/25/1933
false,48,02/06/1986
false,45,04/22/2001
false,52,07/08/2038
true,60,12/25/1990
false,35,05/04/1960
false,61,08/12/1979
true,19,04/08/1947
true,27,02/21/2021
false,32,12/24/2070
false,45,01/15/1958
false,60,09/27/1968
false,30,12/19/1905
false,38,03/29/2048
true,32,10/26/2009
false,39,02/01/2053
true,53,03/30/1966
true,40,12/23/1958
true,39,06/30/2045
false,28,10/11/1982
true,52,02/26/1936
true,47,07/18/1947
true,59,04/11/1900
false,25,12/03/2063
true,45,08/20/2014
false,65,09/08/2066
false,31,11/22/1959
true,50,06/12/1942
false,24,04/24/2042
true,45,09/19/1916
true,58,11/23/2045
true,33,12/30/1934
true,60,01/09/2032
false,57,07/27/1941
true,26,12/24/1934
true,64,11/02/2031
false,65,02/08/1997
true,43,06/26/1969
true,22,10/09/1990
true,54,07/24/2057
true,32,11/17/2027
false,51,05/13/2060
false,57,01/02/1912
false,18,03/19/1912
true,49,04/03/1946
false,56,11/02/1930
false,21,02/28/2032
true,32,09/22/1983
true,24,05/23/1989
true,61,11/22/1910
true,53,11/01/2038
true,65,02/01/1970
false,38,12/10/1903
true,42,05/06/1907
true,64,12/09/1926
false,57,09/21/2027
false,30,04/21/1948
false,34,01/02/1940
false,56,07/24/1936
true,48,05/06/1921
true,42,12/19/2038
false,60,04/19/2067
false,41,05/19/1980
true,45,11/14/1974
false,63,06/12/1982
false,62,12/02/2033
false,23,04/01/1972
true,19,08/08/1999
false,45,04/15/2003
false,65,02/27/1969
true,55,03/18/2007
false,39,04/16/2035
false,37,01/28/1934
false,41,06/05/2019
false,56,10/28/1989
true,35,09/18/2054
true,53,05/18/2000
false,20,02/20/2031
true,21,02/10/1926
true,57,03/17/1987
false,30,08/17/2000
true,46,06/15/1996
false,25,10/03/1928
false,39,07/17/1986
false,41,01/07/2047
true,54,11/23/2009
false,43,01/28/2049
true,36,01/17/2018
true,58,09/26/1942
true,34,05/20/1943
true,45,07/18/1967
true,28,10/21/2030
false,58,03/03/1967
true,65,05/07/1950
true,62,09/19/2049
false,49,11/17/1991
false,33,11/02/1981
true,27,07/11/1984
true,45,07/31/1921
true,49,03/31/2008
false,57,08/07/1965
true,32,05/25/1946
false,43,08/16/1930
false,23,09/04/1986
true,52,09/16/2036
true,24,05/08/1910
true,38,06/09/2005
true,37,11/09/1998
false,65,07/19/2050
false,21,08/15/2034
true,48,08/03/2018
false,41,05/15/1928
true,21,04/01/1939
false,47,07/22/1935
true,37,01/14/1990
false,18,07/20/1927
true,64,05/05/1912
false,55,04/29/1971
true,63,12/12/2037
false,54,01/04/2069
true,55,08/28/1976
false,64,09/28/1971
false,42,09/03/1996
true,45,07/07/1997
true,60,06/20/1993
false,47,12/12/1959
false,24,09/12/1917
true,29,03/21/1930
false,34,12/12/2026
true,30,03/24/2052
true,62,12/30/2030
true,44,04/15/2014
true,23,05/26/1960
true,51,07/04/1956
true,26,06/16/1999
true,64,03/02/2057
true,29,05/17/2054
true,44,09/22/1943
true,27,02/01/1983
true,40,05/31/1902
false,27,07/23/2028
false,45,12/05/2007
false,38,08/24/1919
false,21,04/22/1993
true,64,12/28/1953
true,22,11/16/1978
true,41,06/28/1939
false,62,10/21/2034
false,41,02/11/1940
true,22,09/17/2013
true,54,06/30/1972
true,45,01/01/2012
false,34,05/10/2016
true,43,08/30/1924
false,55,09/09/2046
false,20,03/09/2031
false,20,01/11/1990
true,35,12/12/1988
true,18,06/17/2045
false,56,02/19/1952
true,18,10/04/2027
true,30,07/31/1961
true,32,02/23/2061
true,57,08/29/1973
false,52,08/09/1953
true,63,06/03/2044
true,47,05/04/1959
false,47,11/18/2008
true,63,07/30/2058
false,54,12/25/2027
false,46,12/24/2053
true,55,01/20/1948
false,47,02/22/2045
true,40,06/03/1912
false,54,01/23/1990
true,40,02/18/1987
true,53,10/26/1972
false,35,04/17/1959
false,18,03/05/1958
false,32,12/08/1972
false,47,07/07/2022
true,19,08/26/2048
true,36,01/27/2039
false,30,09/11/2061
false,54,12/11/1921
true,52,11/23/1954
true,58,01/04/2012
true,49,12/23/1926
false,18,10/25/2037
true,59,06/16/1963
false,52,07/24/1926
true,34,07/17/1941
false,45,03/12/1930
false,53,11/24/1932
false,32,08/19/1900
true,63,06/20/1957
false,19,06/14/1992
true,33,11/04/2024
false,34,06/29/2050
false,50,01/20/1927
true,40,08/23/2063
false,31,06/25/2054
true,37,11/16/1902
false,30,02/12/2053
true,38,02/08/2055
false,20,07/02/2019
false,44,02/25/2004
false,57,05/30/1991
false,23,11/26/1934
true,43,12/30/2037
false,25,09/01/2031
true,39,05/01/2001
false,37,04/02/1949
